original_path,proposed_path,collision,action
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lg8d26.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lga2ad.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lgc5fb.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lge9de.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-thcdd8.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-7-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lg3a4d.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lg8d26.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lga2ad.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lgc5fb.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lge9de.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-thcdd8.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-8-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lg3a4d.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lg8d26.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lga2ad.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lgc5fb.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lge9de.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0869/pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-thcdd8.jpg,assets\images\inventory\DUF0869\pair-of-mid-century-american-polished-chrome-brass-and-black-leather-barstools-DUF0869-9-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0872/pair-of-designs-for-leisure-mid-century-american-fluted-column-red-upholstered-swivel-bar-stools-DUF0872-1-med.jpg,assets\images\inventory\DUF0872\pair-of-designs-for-leisure-mid-century-american-fluted-column-red-upholstered-swivel-bar-stools-DUF0872-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0872/pair-of-designs-for-leisure-mid-century-american-fluted-column-red-upholstered-swivel-bar-stools-DUF0872-1-sm.jpg,assets\images\inventory\DUF0872\pair-of-designs-for-leisure-mid-century-american-fluted-column-red-upholstered-swivel-bar-stools-DUF0872-1-sm.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-med.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-med.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-sm.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-sm.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-1-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-10-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-11-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-12-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-13-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-14-thcdd8.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lg3a4d.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lg3a4d.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lg8d26.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lg8d26.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lga2ad.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lga2ad.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lgc5fb.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lgc5fb.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lge9de.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-lge9de.jpg,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/s3-us-west-2.amazonaws.com/prod-newel/images/inventory/DUF0873/pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-thcdd8.jpg,assets\images\inventory\DUF0873\pair-of-designs-for-leisure-mid-century-american-fluted-column-floral-upholstered-swivel-bar-stools-DUF0873-2-thcdd8.jpg,No,Move
